id,lat,lon,score,lat_lon_ratio,nearest_airport_distance_km,nearest_restaurants_count
1,52.74406751963662,32.964401353905785,173.342762570386,1.6000311048690483,0.1132082968657717,6.0
2,53.5759468318621,30.050318478280467,167.83450141958855,1.7828745099851535,0.0545167753205725,7.0
3,53.01381688035822,32.37913097928612,163.37741185655244,1.6372834994945578,0.1747506461003868,6.0
4,52.72441591498448,33.54385195470525,177.6262224891328,1.5718056467152024,0.0614715781821692,7.0
5,52.118273996694526,30.219877160120458,149.5784159820062,1.724635534437983,0.2866070893841626,6.0
6,53.22947056533328,34.39760741511865,187.31891467511772,1.5474759602593038,0.2532834773778195,7.0
7,52.18793605631346,32.60040708317837,164.070456945625,1.6008369442491457,0.1604757810785738,7.0
8,54.4588650039104,30.15330524162859,165.63032572947222,1.8060661863604397,0.2528476039419294,7.0
9,54.818313802505145,31.1220680596042,169.19494992397836,1.761396887170817,0.2528476039419294,7.0
10,51.91720759412889,34.76837848213656,174.71669641091265,1.493230626812324,0.2005187684061355,7.0
11,53.95862519041332,32.91159866526028,169.48966176512096,1.6395017981113496,0.1035820919500405,6.0
12,52.644474598764525,30.53736283884402,158.20713991037744,1.723936506128155,0.1854560386124939,7.0
13,52.840222805469665,31.437722511402807,174.82077342938203,1.680790419417435,0.0687284349249061,7.0
14,54.62798319146331,32.28351812930242,174.89092329843646,1.6921322816387765,0.0425876568946909,7.0
15,50.35518029098944,30.10475034633865,156.17912084109022,1.6726655996705069,0.1720329492192896,7.0
16,50.4356464985077,32.058077568068796,161.4017724261748,1.57325860826863,0.151070041469355,6.0
17,50.10109198720163,32.44729317717349,166.94811588897915,1.5440761641851684,0.1004680746580179,7.0
18,54.16309922773969,31.21838937640616,159.95391526092757,1.7349741709825168,0.2794550237998819,6.0
19,53.89078375474925,32.943195001459934,175.5175182671737,1.6358699801995826,0.1035820919500405,6.0
20,54.350060741234095,33.76620059796088,188.266532968953,1.6095995338165543,0.2113911062553905,7.0
21,54.89309171116382,31.179171120528174,170.3358352355565,1.760569307598512,0.2377006452820839,6.0
22,53.99579282108362,33.10249950139994,178.30729408020628,1.6311696589195652,0.1035820919500405,6.0
23,52.30739681126466,33.19811121481871,171.4983681103728,1.575613638763765,0.3047993240570492,6.0
24,53.90264588143228,34.742701505644206,193.01925053914,1.5514811325963065,0.0542745753382838,6.0
25,50.59137212934466,33.89138083648222,172.94871775735595,1.4927503949584082,0.0359810618589192,7.0
26,53.19960510663762,34.24172634895003,182.38474337424577,1.553648451146766,0.0795613222406614,6.0
27,50.71676643704523,32.45209954218137,167.801828013952,1.5628192675522694,0.1074893875170677,7.0
28,54.72334458524792,30.926742934896915,172.18260569816425,1.7694506240260934,0.2528476039419294,7.0
29,52.60924160875036,34.979076464798176,185.08520373093972,1.5040203151645417,0.2428291109291519,7.0
30,52.07330969995262,30.6467788051935,167.3230778878327,1.6991446321636945,0.2583275423818874,7.0
31,51.322778060523135,32.357286596771324,165.76514619648785,1.5861273752677465,0.1604757810785738,7.0
32,53.87116844717109,30.340465496210538,164.8380379910337,1.775555106558912,0.23162975284759,5.0
33,52.280751661082746,34.7192542867541,178.3001083556129,1.5058143596427591,0.2005187684061355,7.0
34,52.842169744343245,34.8246247042422,184.7714491254922,1.5173794460994212,0.2532834773778195,7.0
35,50.09394900218177,33.59694531001987,176.23917411764936,1.4910268936635105,0.0884541691454821,6.0
36,53.08817748537938,31.749964218150843,165.33848554781997,1.6720704666189794,0.0687284349249061,7.0
37,53.060478613612105,31.27191200558812,160.2622976897345,1.6967455844762702,0.0687284349249061,7.0
38,53.08466998437378,31.326516622685237,171.2795778816236,1.6945602546161256,0.0687284349249061,7.0
39,54.71874039257312,30.636470127100377,166.8950747817943,1.7860654365716264,0.2528476039419294,7.0
40,53.40910149551742,32.62904476538361,174.7488173824643,1.636857648746724,0.1747506461003868,6.0
41,51.79753950286893,30.709086378507383,158.83994496030837,1.6867170473401285,0.2583275423818874,7.0
42,52.185159768996705,31.58365333276728,165.21540814555425,1.6522838323727376,0.2498935999874913,7.0
43,53.488155979636325,33.133532379795525,181.47780822630057,1.6143209654353918,0.0495240680702568,6.0
44,50.301127358146346,33.63771804795375,165.00589300375756,1.4953787081049117,0.0884541691454821,6.0
45,53.33383357722834,30.121363523110308,155.5899085055487,1.770631450210031,0.0545167753205725,7.0
46,53.353189348090794,32.1505799218837,171.95843850750725,1.6594782886567865,0.1747506461003868,6.0
47,51.051912805369206,33.2606229742107,161.76964394591727,1.5349054900430863,0.0621643874592067,6.0
48,50.644631488274264,34.266229880792565,166.6747908003135,1.4779750110957603,0.0359810618589192,7.0
49,51.57714175462092,32.37662391106041,176.32278784133936,1.5930364418570917,0.1604757810785738,7.0
50,51.81855385471312,34.846029358588424,184.35442654439987,1.4870719794633218,0.1061502596587746,6.0
51,52.8509838520894,31.328162737707235,165.52213993727432,1.6870119162295096,0.0687284349249061,7.0
52,52.1930075673116,30.067543533133595,163.12158739532347,1.7358587178828349,0.2220560794682687,7.0
53,54.94186919029613,32.41876432350868,172.9117547268996,1.6947551930736198,0.0682444907498165,7.0
54,50.51022405374014,31.28056897510009,156.4208391291485,1.6147476119742965,0.236157919431728,7.0
55,51.04438378047417,34.118588360115844,177.27349987729912,1.4960872132724092,0.0359810618589192,7.0
56,50.80654758942498,31.16386336090556,162.78618909877554,1.6303032458151765,0.2357427954194591,7.0
57,53.26554162732699,31.553146091456533,170.63412589489965,1.6881214149909889,0.0687284349249061,7.0
58,51.26645801269891,33.95613715509556,161.3748939350741,1.5097847490289604,0.1315095550438057,6.0
59,52.33155386428153,33.575716260126796,170.866529811543,1.5586131792050086,0.0614715781821692,7.0
60,51.22212796000802,32.79025618328631,170.34401026795786,1.5621142962010983,0.1604757810785738,7.0
61,50.7948479182276,33.5247403096138,168.50865108725665,1.5151451569532757,0.0621643874592067,6.0
62,50.55187570582152,32.09318431785013,174.93822456779387,1.57515923646457,0.151070041469355,6.0
63,53.28164794732637,30.026550238073337,164.61919939060874,1.7744844987142687,0.0545167753205725,7.0
64,50.69091475674307,30.056775642560964,155.15095459905424,1.6865054109451372,0.1720329492192896,7.0
65,50.98291180840027,32.55610893786843,160.39577531166816,1.5660013887316322,0.1604757810785738,7.0
66,51.84362585330482,30.416454898594996,157.51344705665338,1.7044598401143585,0.2866070893841626,6.0
67,54.10496614923967,30.255377400846285,164.9026368316207,1.78827602883335,0.23162975284759,5.0
68,50.485506378965304,34.82758319568737,181.46773550962095,1.4495839718564458,0.064058534925206,6.0
69,54.18972453749402,34.29501319829029,190.24938730800545,1.580105078956364,0.1250107890959611,7.0
70,50.480492039469816,30.760136136047848,160.44362670747685,1.6411010606780656,0.052738936477898,6.0
71,54.88229732506698,30.003321092951023,160.04555881722914,1.8292074119075112,0.0572874448431878,6.0
72,52.343256008238505,34.70833897694878,188.73550576060845,1.5080887634237348,0.2005187684061355,7.0
73,54.88380544095168,31.391626491600572,165.3870383224667,1.7483581316067485,0.0781357734699208,6.0
74,53.02422759872523,30.92948801427749,161.32164838977857,1.714358400444537,0.191156156249098,6.0
75,53.69631789699151,33.45754053915768,181.80852895893736,1.6049092979248427,0.1035820919500405,6.0
76,50.1959389612716,30.54451869420663,152.57162163891584,1.6433697798221405,0.2763872528645572,6.0
77,51.41403481288205,31.323247990014,156.0152719715098,1.6414017738285982,0.0914241414284678,7.0
78,50.60098280606584,34.87547340106023,172.3655738640299,1.4509045432635632,0.064058534925206,6.0
79,51.48070098761072,33.19731387237005,163.1608272912892,1.5507489908832002,0.2147758554092002,7.0
80,50.59363859477122,32.60338895741277,167.6122809826456,1.5517907865607987,0.1074893875170677,7.0
81,51.58991589696988,31.98959307417469,171.33688585270698,1.6127093513614776,0.1361147639513759,7.0
82,52.07131497257335,33.87250477442101,175.87661898488028,1.5372738248721205,0.1061502596587746,6.0
83,50.32073748174392,30.70478738261847,152.50701045628358,1.6388564055072972,0.052738936477898,6.0
84,53.4623605968501,34.83668901018491,178.88354834395062,1.5346567689374773,0.2532834773778195,7.0
85,52.83300727103288,34.30561504032893,185.8128905075562,1.5400687965781563,0.2532834773778195,7.0
86,51.326947454697226,33.08828491284622,180.88858777496836,1.551212085784779,0.0621643874592067,6.0
87,52.616240267333495,30.21453095201279,149.99022299175448,1.7414217136416734,0.2220560794682687,7.0
88,50.46970255379221,33.50427824723869,163.77793105098968,1.5063659088955828,0.0884541691454821,6.0
89,52.8797324777809,34.566421704427405,179.38834803170732,1.5298005946333708,0.2532834773778195,7.0
90,54.64648098788107,32.62288533739313,175.4509987875553,1.6750964981397267,0.0425876568946909,7.0
91,51.59284476225662,31.771124109136313,165.05299715922322,1.6238910711824717,0.1361147639513759,7.0
92,53.337051899818405,30.60138672489735,171.29002293162753,1.7429619245464871,0.1889333932570955,7.0
93,50.65898931202196,33.77450552068784,176.1412178534357,1.4999180160015044,0.0359810618589192,7.0
94,53.581636020592825,34.42510925605903,187.09335432660117,1.5564695996182534,0.2117742470537356,6.0
95,51.447030464736,30.501258720379244,153.30027513972155,1.686718274035096,0.2621935188942118,7.0
96,50.91595681003558,33.79492277376171,166.47194166633165,1.5066155691755745,0.0359810618589192,7.0
97,52.93256467405042,30.08530243129549,155.26534513675995,1.7594160735106532,0.1154590780291417,5.0
98,50.10053773093747,34.8352745903861,182.2669329052143,1.4382127978047947,0.064058534925206,6.0
99,54.14470014608681,33.07529010317548,178.7764499808374,1.6370136127963546,0.1035820919500405,6.0
100,50.02347738096274,32.76219529495817,161.65371226048927,1.5268658565337634,0.1004680746580179,7.0
101,53.38908268398115,31.47974916794464,167.14871446858834,1.6959818326108664,0.1128548110090306,6.0
102,51.350039865960824,34.646458357848914,182.03279288718167,1.4821151222900633,0.062746940946062,6.0
103,53.67597011061297,31.329528136683955,161.60003321167667,1.7132709396846426,0.1128548110090306,6.0
104,54.81094272558719,34.14073306608348,194.2029471490783,1.6054412955777502,0.1117016156641499,6.0
105,51.24376571759979,34.92554339668566,179.75401762269394,1.467228874167286,0.062746940946062,6.0
106,52.88078667208919,33.91698322757403,178.2739555703383,1.5591241213074,0.0614715781821692,7.0
107,52.9602096563592,32.59494960193216,174.83776703441256,1.624798022489344,0.1132082968657717,6.0
108,52.86125952895436,30.33037131925836,161.4221483573367,1.7428490727177466,0.1154590780291417,5.0
109,51.11540816320309,32.36206894585536,163.69905403497475,1.5794851759547186,0.1604757810785738,7.0
110,54.76374505758493,32.19127973485852,175.02795028751115,1.7011981352913932,0.2319528973435426,6.0
111,52.23562689308814,31.013980205934978,157.6591571163543,1.6842606639405828,0.1654380867187405,7.0
112,54.23204336235564,32.117938183571525,177.4640953823874,1.6885281692862708,0.0425876568946909,7.0
113,53.49739637658752,31.788789420401695,167.40177774845435,1.682901342013782,0.1128548110090306,6.0
